%TABLE{columnwidths="4%,55%,6%,6%,10%,9%,10%"}%
|*N*||*Group*|*Title*|*arXiv*|*Inspire*|*Journal*|*System*|
|228||UD|Energy dependence of exclusive $J/ψ$ photoproduction off protons in ultra-peripheral p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1809.03235][1809.03235]]|n/a|Eur. Phys. J. C (2019) 79: 402|pPb|
|227||JE|Charged jet cross section and fragmentation in proton-proton collisions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/1809.03232][1809.03232]]|n/a|Phys. Rev. D 99, 012016 (2019)|pp|
|226||LF|Multiplicity dependence of light-flavor hadron production in pp collisions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/1807.11321][1807.11321]]|n/a|Phys. Rev. C 99, 024906 (2019)|pp|
|225||JE|Medium modification of the shape of small-radius jets in central Pb-Pb collisions at $\sqrt{s_{\mathrm {NN}}} = 2.76\,\rm{TeV}$|[[https://arxiv.org/abs/1807.06854][1807.06854]]|n/a|JHEP 10 (2018) 139|PbPb|
|224||DQ|Measurement of dielectron production in central Pb-Pb collisions at $\sqrt{\textit{s}_{\mathrm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1807.00923][1807.00923]]|n/a|Phys. Rev. C 99, 024002 (2019)|PbPb|
|223||CF|p-p, p-$Λ$ and $Λ$-$Λ$ correlations studied via femtoscopy in pp reactions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/1805.12455][1805.12455]]|n/a|Phys. Rev. C 99, 024001 (2019)|pp|
|222||LF|Analysis of the apparent nuclear modification in peripheral Pb-Pb collisions at 5.02 TeV|[[https://arxiv.org/abs/1805.05212][1805.05212]]|n/a|Phys.Lett. B793 (2019) 420-432|PbPb|
|221||MM|Centrality and pseudorapidity dependence of the charged-particle multiplicity density in Xe-Xe collisions at $\sqrt{s_{\rm NN}}$ = 5.44 TeV|[[https://arxiv.org/abs/1805.04432][1805.04432]]|n/a|Phys. Lett. B 790 (2019) 35|XeXe|
|220||CF|Two particle differential transverse momentum and number density correlations in p-Pb and Pb-Pb at the LHC|[[https://arxiv.org/abs/1805.04422][1805.04422]]|n/a|Phys. Rev. C 100, 044903 (2019)|pPb,PbPb|
|219||DQ|Dielectron and heavy-quark production in inelastic and high-multiplicity proton-proton collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/1805.04407][1805.04407]]|n/a|Phys. Lett. B 788 (2019) 505|pp|
|218||GA|Direct photon elliptic flow in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1805.04403][1805.04403]]|n/a|Phys. Lett. B 789 (2019) 308|PbPb|
|217||LF|Transverse momentum spectra and nuclear modification factors of charged particles in Xe-Xe collisions at $\sqrt{s_{\rm NN}}$ = 5.44 TeV|[[https://arxiv.org/abs/1805.04399][1805.04399]]|n/a|Phys. Lett. B 788 (2019) 166-179|XeXe|
|216||DQ|Dielectron production in proton-proton collisions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/1805.04391][1805.04391]]|n/a|JHEP 1809 (2018) 064|pp|
|215||CF|Anisotropic flow of identified particles in Pb-Pb collisions at $\mathbf{\sqrt{{\textit s}_{\rm NN}}}=5.02$ TeV|[[https://arxiv.org/abs/1805.04390][1805.04390]]|n/a|JHEP09(2018)006|PbPb|
|214||DQ|$Υ$ suppression at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1805.04387][1805.04387]]|n/a|Phys. Lett. B 790 (2019) 89|PbPb|
|213||DQ|Inclusive J/$ψ$ production in Xe-Xe collisions at $\sqrt{s_{\rm NN}}$ = 5.44 TeV|[[https://arxiv.org/abs/1805.04383][1805.04383]]|n/a|Phys. Lett. B 785 (2018) 419|XeXe|
|212||DQ|Inclusive J/$ψ$ production at forward and backward rapidity in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 8.16 TeV|[[https://arxiv.org/abs/1805.04381][1805.04381]]|n/a|JHEP 1807 (2018) 160|pPb|
|211||HF|Measurements of low-$p_{\rm T}$ electrons from semileptonic heavy-flavour hadron decays at mid-rapidity in pp and Pb-Pb collisions at $\mathbf{\sqrt{{\it s}_\mathrm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1805.04379][1805.04379]]|n/a|JHEP 10 (2018) 061|pp,PbPb|
|210||DQ|Measurement of the inclusive J/$ψ$ polarization at forward rapidity in pp collisions at $\sqrt{s} = 8$ TeV|[[https://arxiv.org/abs/1805.04374][1805.04374]]|n/a|Eur. Phys. J. C 78 (2018) 562|pp|
|209||HF|Azimuthal anisotropy of heavy-flavour decay electrons in p-Pb collisions at $ \sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1805.04367][1805.04367]]|n/a|Phys. Rev. Lett. 122, 072301 (2019)|pPb|
|208||LF|Production of the $ρ$(770)${^{0}}$ meson in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1805.04365][1805.04365]]|n/a|Phys. Rev. C 99, 064901 (2019)|pp,PbPb|
|207||LF|Suppression of $Λ(1520)$ resonance production in central Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1805.04361][1805.04361]]|n/a|Phys. Rev. C 99, 024905 (2019)|PbPb|
|206||CF|Anisotropic flow in Xe-Xe collisions at $\mathbf{\sqrt{s_{\rm{NN}}} = 5.44}$ TeV|[[https://arxiv.org/abs/1805.01832][1805.01832]]|n/a|10.1016/j.physletb.2018.06.059|XeXe|
|205||HF|Measurement of D$^0$, D$^+$, D$^{*+}$ and D$^+_{\rm s}$ production in Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}}= 5.02$ TeV|[[https://arxiv.org/abs/1804.09083][1804.09083]]|n/a|JHEP 1810 (2018) 174|PbPb|
|204||LF|$φ$ meson production at forward rapidity in Pb-Pb collisions at $\sqrt{s_\mathrm{NN}}=2.76$ TeV|[[https://arxiv.org/abs/1804.08906][1804.08906]]|n/a|Eur. Phys. J. C 78 (2018) 559|PbPb|
|203||CF|Energy dependence and fluctuations of anisotropic flow in Pb-Pb collisions at $\mathbf{\sqrt{{\textit s}_\text{NN}}} = \mathbf{5.02}$ and $\mathbf{2.76}$ TeV|[[https://arxiv.org/abs/1804.02944][1804.02944]]|n/a|JHEP 1807 (2018) 103|PbPb|
|202||CF|Azimuthally-differential pion femtoscopy relative to the third harmonic event plane in Pb-Pb collisions at $\sqrt{\textit{s}_{_{\rm NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1803.10594][1803.10594]]|n/a|Phys. Lett. B 785 (2018) 320|PbPb|
|201||GA|Direct photon production at low transverse momentum in proton-proton collisions at $\sqrt{s}$ = 2.76 and 8 TeV|[[https://arxiv.org/abs/1803.09857][1803.09857]]|n/a|Phys. Rev. C 99, 024912 (2019)|pp|
|200||GA|Neutral pion and $η$ meson production at mid-rapidity in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1803.05490][1803.05490]]|n/a|Phys. Rev. C 98, 044901 (2018)|PbPb|
|199||LF|Transverse momentum spectra and nuclear modification factors of charged particles in pp, p-Pb and Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1802.09145][1802.09145]]|n/a|JHEP 1811 (2018) 013|pp,pPb,PbPb|
|198||DQ|Prompt and non-prompt J/$ψ$ production and nuclear modification at mid-rapidity in p-Pb collisions at ${\bf \sqrt{{\it s}_{\text{NN}}}= 5.02}$ TeV|[[https://arxiv.org/abs/1802.00765][1802.00765]]|n/a|Eur. Phys. J. C78 (2018) 466|pPb|
|197||GA|Neutral pion and $η$ meson production in p-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}} = 5.02$ TeV|[[https://arxiv.org/abs/1801.07051][1801.07051]]|n/a|Eur. Phys. J. C (2018) 78: 624|pPb|
|196||HF|$Λ_{\rm c}^+$ production in pp collisions at $\sqrt{s} = 7$ TeV and in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/1712.09581][1712.09581]]|n/a|JHEP 04 (2018) 108|pp,pPb|
|195||LF|Relative particle yield fluctuations in Pb-Pb collisions at ${\mathbf{\sqrt{s_{\rm NN}}=2.76}}$ TeV|[[https://arxiv.org/abs/1712.07929][1712.07929]]|n/a|Eur.Phys.J. C79 (2019) no.3, 236|PbPb|
|194||JE|Constraints on jet quenching in p-Pb collisions at $\mathbf{\sqrt{s_{NN}}}$ = 5.02 TeV measured by the event-activity dependence of semi-inclusive hadron-jet distributions|[[https://arxiv.org/abs/1712.05603][1712.05603]]|n/a|Phys. Lett. B 783 (2018) 95|pPb|
|193||HF|First measurement of $Ξ_{\rm c}^0$ production in pp collisions at $\mathbf{\sqrt{s}}$ = 7 TeV|[[https://arxiv.org/abs/1712.04242][1712.04242]]|n/a|Phys. Lett. B 781 (2018) 8-19|pp|
|192||HF|Measurement of Z$^0$-boson production at large rapidities in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/1711.10753][1711.10753]]|n/a|10.1016/j.physletb.2018.03.010|PbPb|
|191||LF|Longitudinal asymmetry and its effect on pseudorapidity distributions in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1710.07975][1710.07975]]|n/a|Phys. Lett. B 781 (2018) 20-32|PbPb|
|190||LF|Production of $^{4}$He and $^{4}\overline{\textrm{He}}$ in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 2.76 TeV at the LHC|[[https://arxiv.org/abs/1710.07531][1710.07531]]|n/a|Nucl. Phys. A 971 (2018) 1-20|PbPb|
|189||LF|Production of deuterons, tritons, $^{3}$He nuclei and their anti-nuclei in pp collisions at $\mathbf{\sqrt{\textit s}}$ = 0.9, 2.76 and 7 TeV|[[https://arxiv.org/abs/1709.08522][1709.08522]]|n/a|Phys. Rev. C 97, 024615 (2018)|pp|
|188||DQ,CF|Search for collectivity with azimuthal J/$ψ$-hadron correlations in high multiplicity p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 and 8.16 TeV|[[https://arxiv.org/abs/1709.06807][1709.06807]]|n/a|Phys. Lett. B 780 (2018) 7-20|pPb|
|187||DQ|J/$ψ$ elliptic flow in Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1709.05260][1709.05260]]|n/a|Phys. Rev. Lett. 119, 242301 (2017)|PbPb|
|186||CF|Constraining the magnitude of the Chiral Magnetic Effect with Event Shape Engineering in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76$ TeV|[[https://arxiv.org/abs/1709.04723][1709.04723]]|n/a|Phys. Lett. B 777 (2018) 151-162|PbPb|
|185||PP|The ALICE Transition Radiation Detector: construction, operation, and performance|[[https://arxiv.org/abs/1709.02743][1709.02743]]|n/a|Nucl. Instrum. Meth. A 881 (2018) 88|n/a|
|184||CF|Kaon femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1709.01731][1709.01731]]|n/a|Phys. Rev. C 96, 064613 (2017)|PbPb|
|183||CF|Systematic studies of correlations between different order flow harmonics in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1709.01127][1709.01127]]|n/a|Phys. Rev. C 97, 024906 (2018)|PbPb|
|182||GA|$π^0$ and $η$ meson production in proton-proton collisions at $\sqrt{s}=8$ TeV|[[https://arxiv.org/abs/1708.08745][1708.08745]]|n/a|Eur. Phys. J. C 78 (2018) 263|pp|
|181||MM|Charged-particle multiplicity distributions over a wide pseudorapidity range in proton-proton collisions at $\mathbf{\sqrt{s}=}$ 0.9, 7 and 8 TeV|[[https://arxiv.org/abs/1708.01435][1708.01435]]|n/a|Eur.Phys.J. C77(2017) 852|pp|
|180||LF,CF|Measurement of deuteron spectra and elliptic flow in Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}}$ = 2.76 TeV at the LHC|[[https://arxiv.org/abs/1707.07304][1707.07304]]|n/a|Eur. Phys. J. C77 (2017) 658|PbPb|
|179||CF|Searches for transverse momentum dependent flow vector fluctuations in Pb-Pb and p-Pb collisions at the LHC|[[https://arxiv.org/abs/1707.05690][1707.05690]]|n/a|JHEP 09 (2017) 032|pPb,PbPb|
|178||HF|D-meson azimuthal anisotropy in mid-central Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}=5.02}$ TeV|[[https://arxiv.org/abs/1707.01005][1707.01005]]|n/a|Phys. Rev. Lett. 120, 102301 (2018)|PbPb|
|177||CF|Measuring K$^0_{\rm S}$K$^{\rm \pm}$ interactions using Pb-Pb collisions at ${\sqrt{s_{\rm NN}}=2.76}$ TeV|[[https://arxiv.org/abs/1705.04929][1705.04929]]|n/a|Phys. Lett. B 774 (2017) 64-77|PbPb|
|176||CF|Linear and non-linear flow mode in Pb-Pb collisions at $\sqrt{s_{\rm NN}} =$ 2.76 TeV|[[https://arxiv.org/abs/1705.04377][1705.04377]]|n/a|Phys. Lett. B773 (2017) 68|PbPb|
|175||DQ|J/$ψ$ production as a function of charged-particle pseudorapidity density in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/1704.00274][1704.00274]]|n/a|Phys. Lett. B 776 (2018) 91-104|pPb|
|174||CF|Flow dominance and factorization of transverse momentum correlations in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1702.02665][1702.02665]]|n/a|Phys. Rev. Lett. 118, 162302 (2017)|PbPb|
|173||CF|Azimuthally differential pion femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV|[[https://arxiv.org/abs/1702.01612][1702.01612]]|n/a|Phys. Rev. Lett. 118, 222301 (2017)|PbPb|
|172||CF|Production of muons from heavy-flavour hadron decays in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/1702.01479][1702.01479]]|n/a|Phys. Lett. B 770 (2017) 459-472|PbPb|
|171||GA|Production of $π^0$ and $η$ mesons up to high transverse momentum in pp collisions at 2.76 TeV|[[https://arxiv.org/abs/1702.00917][1702.00917]]|n/a|Eur. Phys. J. C 77 (2017) 339|pp|
|170||JE|First measurement of jet mass in Pb-Pb and p-Pb collisions at the LHC|[[https://arxiv.org/abs/1702.00804][1702.00804]]|n/a|Phys. Lett. B776(2018) 249-264|pPb|
|169||HF|Measurement of D-meson production at mid-rapidity in pp collisions at $\mathbf{\sqrt{s}=7}$ TeV|[[https://arxiv.org/abs/1702.00766][1702.00766]]|n/a|Eur. Phys. J. C77 (2017) 550|pp|
|168||DQ|Energy dependence of forward-rapidity J/$ψ$ and $ψ(2S)$ production in pp collisions at the LHC|[[https://arxiv.org/abs/1702.00557][1702.00557]]|n/a|Eur. Phys. J. C 77 (2017) 392|pp|
|167||LF|K$^{*}(892)^{0}$ and $φ(1020)$ meson production at high transverse momentum in pp and Pb-Pb collisions at $\sqrt{s_\mathrm{NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1702.00555][1702.00555]]|n/a|Phys. Rev. C 95, 064606 (2017)|pp,PbPb|
|166||LF|Production of $Σ(1385)^{\pm}$ and $Ξ(1530)^{0}$ in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/1701.07797][1701.07797]]|n/a|Eur. Phys. J. C 77 (2017) 389|pPb|
|165||LF|Insight into particle production mechanisms via angular correlations of identified particles in pp collisions at $\sqrt{s}=7$ TeV|[[https://arxiv.org/abs/1612.08975][1612.08975]]|n/a|Eur. Phys. J. C77 (2017) 569|pp|
|164||LF|Centrality dependence of the pseudorapidity density distribution for charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/1612.08966][1612.08966]]|n/a|Phys.Lett. B 772 (2017) 567-577|PbPb|
|163||HF|W and Z boson production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1611.03002][1611.03002]]|n/a|JHEP 02 (2017) 077|pPb|
|162||PP|Determination of the event collision time with the ALICE detector at the LHC|[[https://arxiv.org/abs/1610.03055][1610.03055]]|n/a|Eur. Phys. J. Plus 132 (2017) 99|pp,pPb,PbPb|
|161||HF|Measurement of the production of high-$p_{\rm T}$ electrons from heavy-flavour hadron decays in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1609.07104][1609.07104]]|n/a|Phys. Lett. B 771 (2017) 467-481|PbPb|
|160||CF|Evolution of the longitudinal and azimuthal structure of the near-side jet peak in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV|[[https://arxiv.org/abs/1609.06667][1609.06667]]|n/a|Phys. Rev. C 96, 034904 (2017)|PbPb|
|159||CF|Anomalous evolution of the near-side jet peak shape in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1609.06643][1609.06643]]|n/a|Phys. Rev. Lett. 119, 102301 (2017)|PbPb|
|158||HF|Measurement of electrons from beauty-hadron decays in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV and Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV|[[https://arxiv.org/abs/1609.03898][1609.03898]]|n/a|JHEP 07 (2017) 052|pPb,PbPb|
|157||GA|Jet-like correlations with neutral pion triggers in pp and central Pb-Pb collisions at 2.76 TeV|[[https://arxiv.org/abs/1608.07201][1608.07201]]|n/a|Phys. Lett. B 763 (2016) 238-250|pp,PbPb|
|156||DQ|J/$ψ$ suppression at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/1606.08197][1606.08197]]|n/a|Phys. Lett. B 766 (2017) 212-224|PbPb|
|155||LF|Enhanced production of multi-strange hadrons in high-multiplicity proton-proton collisions|[[https://arxiv.org/abs/1606.07424][1606.07424]]|n/a|Nature Physics volume 13, pages535-539 (2017)|pp|
|154||CF|Higher harmonic flow coefficients of identified hadrons in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1606.06057][1606.06057]]|n/a|JHEP 1609 (2016) 164|PbPb|
|153||HF|Elliptic flow of electrons from heavy-flavour hadron decays at mid-rapidity in Pb-Pb collisions at $\mathbf{\sqrt{s_\mathrm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1606.00321][1606.00321]]|n/a|JHEP 09 (2016) 028|PbPb|
|152||HF|D-meson production in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV and in pp collisions at $\sqrt{s}=7$ TeV|[[https://arxiv.org/abs/1605.07569][1605.07569]]|n/a|Phys. Rev. C 94, 054908 (2016)|pp,pPb|
|151||HF|Measurement of azimuthal correlations of D mesons and charged particles in pp collisions at $\sqrt{s}=7$ TeV and p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/1605.06963][1605.06963]]|n/a|Eur. Phys. J. C 77 (2017) 245|pp,pPb|
|150||CF|Pseudorapidity dependence of the anisotropic flow of charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV|[[https://arxiv.org/abs/1605.02035][1605.02035]]|n/a|Phys. Lett. B 762 (2016) 376-388|PbPb|
|149||CF|Correlated event-by-event fluctuations of flow harmonics in Pb-Pb collisions at $\sqrt{s_{_{\rm NN}}}=2.76$ TeV|[[https://arxiv.org/abs/1604.07663][1604.07663]]|n/a|Phys. Rev. Lett. 117, 182301 (2016)|PbPb|
|148||LF|Measurement of transverse energy at midrapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV|[[https://arxiv.org/abs/1603.04775][1603.04775]]|n/a|Phys. Rev. C 94 (2016) 034903|PbPb|
|147||JE|Centrality dependence of charged jet production in p-Pb collisions at $\sqrt{s_\mathrm{NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1603.03402][1603.03402]]|n/a|Eur. Phys. J. C76 (2016) 271|pPb|
|146||DQ|Centrality dependence of $\mathbfψ$(2S) suppression in p-Pb collisions at $\mathbf{\sqrt{{\textit s}_{\rm NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1603.02816][1603.02816]]|n/a|JHEP 06 (2016) 50|pPb|
|145||HF|Measurement of D-meson production versus multiplicity in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/1602.07240][1602.07240]]|n/a|JHEP 8 (2016) 1-44|pPb|
|144||PP|Particle identification in ALICE: a Bayesian approach|[[https://arxiv.org/abs/1602.01392][1602.01392]]|n/a|Eur. Phys. J. Plus 131 (2016) 168|n/a|
|143||CF|Anisotropic flow of charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/1602.01119][1602.01119]]|n/a|Phys. Rev. Lett. 116 (2016) 132302|PbPb|
|142||LF|Production of K$^{*}$(892)$^{0}$ and $φ$(1020) in p-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1601.07868][1601.07868]]|n/a|Eur. Phys. J. C 76 (2016) 245|pPb|
|141||LF|Multiplicity dependence of charged pion, kaon, and (anti)proton production at large transverse momentum in p-Pb collisions at $\mathbf{\sqrt{{\textit s}_{\rm NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1601.03658][1601.03658]]|n/a|10.1016/j.physletb.2016.07.050|pPb|
|140||CF|Multipion Bose-Einstein correlations in pp, p-Pb, and Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1512.08902][1512.08902]]|n/a|Phys. Rev. C 93 (2016) 054908|pp,pPb,PbPb|
|139||LF|Multi-strange baryon production in p-Pb collisions at $\sqrt{s_\mathbf{NN}}=5.02$ TeV|[[https://arxiv.org/abs/1512.07227][1512.07227]]|n/a|n/a|pPb|
|138||LF|Centrality dependence of the charged-particle multiplicity density at mid-rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1512.06104][1512.06104]]|n/a|Phys. Rev. Lett. 116, 222302 (2016)|PbPb|
|137||CF|Charge-dependent flow and the search for the Chiral Magnetic Wave in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1512.05739][1512.05739]]|n/a|Phys. Rev. C 93 (2016) 044903|PbPb|
|136||DQ|Measurement of an excess in the yield of J/$ψ$ at very low $p_{\rm T}$ in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1509.08802][1509.08802]]|n/a|Phys. Rev. Lett. 116 (2016) 222301|PbPb|
|135||LF|Pseudorapidity and transverse-momentum distributions of charged particles in proton-proton collisions at $\mathbf{\sqrt{\textit s}}$ = 13 TeV|[[https://arxiv.org/abs/1509.08734][1509.08734]]|n/a|Phys. Lett. B 753 (2016) 319-329|pp|
|134||DQ|Inclusive quarkonium production at forward rapidity in pp collisions at $\sqrt{s}=8$ TeV|[[https://arxiv.org/abs/1509.08258][1509.08258]]|n/a|Eur. Phys. J. C 76 (2016) 184|pp|
|133||UD|Charged-particle multiplicities in proton-proton collisions at $\sqrt{s}$ = 0.9 to 8 TeV|[[https://arxiv.org/abs/1509.07541][1509.07541]]|n/a|Eur. Phys. J. C 77 (2017) 33|pp|
|132||HF|Measurement of electrons from heavy-flavour hadron decays in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/1509.07491][1509.07491]]|n/a|Phys. Lett. B 754 (2016) 81-93|pPb|
|131||JE|Azimuthal anisotropy of charged jet production in $\sqrt{s_{\rm NN}}$ = 2.76 TeV Pb-Pb collisions|[[https://arxiv.org/abs/1509.07334][1509.07334]]|n/a|Phys.Lett. B 753 (2016) 511-525|PbPb|
|130||GA|Direct photon production in Pb-Pb collisions at $\sqrt{s_\rm{NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1509.07324][1509.07324]]|n/a|Phys. Lett. B 754 (2016) 235-248|PbPb|
|129||LF|Centrality evolution of the charged-particle pseudorapidity density over a broad pseudorapidity range in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1509.07299][1509.07299]]|n/a|Phys. Lett. B 754 (2016) 373-385|PbPb|
|128||HF|Measurement of D$_s^+$ production and nuclear modification factor in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV|[[https://arxiv.org/abs/1509.07287][1509.07287]]|n/a|JHEP 03 (2016) 082|PbPb|
|127||CF|Multiplicity and transverse momentum evolution of charge-dependent correlations in pp, p-Pb, and Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1509.07255][1509.07255]]|n/a|Eur. Phys. J. C 76 (2016) 86|pp,pPb,PbPb|
|126||HF|Transverse momentum dependence of D-meson production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV|[[https://arxiv.org/abs/1509.06888][1509.06888]]|n/a|JHEP 03 (2016) 081|PbPb|
|125||UD|Coherent $ψ$(2S) photo-production in ultra-peripheral Pb-Pb collisions at $\sqrt{s}_{\rm NN}$ = 2.76 TeV|[[https://arxiv.org/abs/1508.05076][1508.05076]]|n/a|Phys. Lett. B 751 (2015) 358-370|PbPb|
|124||LF|Precision measurement of the mass difference between light nuclei and anti-nuclei|[[https://arxiv.org/abs/1508.03986][1508.03986]]|n/a|Nature Physics 11 (2015) 811-814|PbPb|
|123||UD|Study of cosmic ray events with high muon multiplicity using the ALICE detector at the CERN Large Hadron Collider|[[https://arxiv.org/abs/1507.07577][1507.07577]]|n/a|JCAP 01 (2016) 032|c.r.|
|122||CF|Centrality dependence of pion freeze-out radii in Pb-Pb collisions at $\sqrt{\mathbf{s_{NN}}}$=2.76 TeV|[[https://arxiv.org/abs/1507.06842][1507.06842]]|n/a|Phys. Rev. C 93 (2016) 024905|PbPb|
|121||CF|Event shape engineering for inclusive spectra and elliptic flow in Pb-Pb collisions at $\sqrt{s_\rm{NN}}=2.76$ TeV|[[https://arxiv.org/abs/1507.06194][1507.06194]]|n/a|Phys. Rev. C 93, 034916 (2016)|PbPb|
|120||HF|Elliptic flow of muons from heavy-flavour hadron decays at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV|[[https://arxiv.org/abs/1507.03134][1507.03134]]|n/a|10.1016/j.physletb.2015.11.059|PbPb|
|119||DQ|$φ$-meson production at forward rapidity in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV and in pp collisions at $\sqrt{s}$ = 2.76 TeV|[[https://arxiv.org/abs/1506.09206][1506.09206]]|n/a|Phys. Lett. B 768 (2017) 203-217|pp,pPb|
|118||LF|Production of light nuclei and anti-nuclei in pp and Pb-Pb collisions at LHC energies|[[https://arxiv.org/abs/1506.08951][1506.08951]]|n/a|Phys. Rev. C 93 (2015) 024917|pp,PbPb|
|117||DQ|Centrality dependence of inclusive J/$ψ$ production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1506.08808][1506.08808]]|n/a|JHEP 11 (2015) 127|pPb|
